,CellId,edge_flag_NEWandCORRECT,edge_flag_OLDandWRONG
165,231172,0,0
166,231173,0,0
167,231174,0,0
168,231182,0,0
169,231185,0,0
170,231190,0,0
171,231191,0,0
172,231195,0,0
173,231196,0,0
174,231200,0,0
175,231203,0,0
176,231205,0,0
177,231206,0,0
178,231211,0,0
179,231213,0,0
180,231218,0,0
181,231219,0,0
182,231220,0,0
183,231225,0,0
184,231226,0,0
185,231227,0,0
186,231228,0,0
187,231229,0,0
188,231231,0,0
189,231235,0,0
190,231236,0,0
191,231237,0,0
192,231241,0,0
193,231245,0,0
194,231246,0,0
195,231248,0,0
196,231253,0,0
197,231254,0,0
198,231255,0,0
199,231258,0,0
200,231268,0,0
201,231269,0,0
202,231270,0,0
203,231271,0,0
204,231272,0,0
205,231273,0,0
206,231274,0,0
207,231275,0,0
208,231282,0,0
209,231285,0,0
210,231288,0,0
211,231293,0,0
212,231294,0,0
213,231295,0,0
214,231300,0,0
215,231301,0,0
216,231305,0,0
217,231306,0,0
218,231309,0,0
219,231310,0,0
220,231312,0,0
221,231315,0,0
222,231316,0,0
223,231317,0,0
224,231318,0,0
225,231319,0,0
226,231326,0,0
227,231330,0,0
228,231333,0,0
229,231343,0,0
230,231344,0,0
231,231345,0,0
232,231346,0,0
233,231347,0,0
234,231348,0,0
235,231350,0,0
236,231351,0,0
237,231362,0,0
238,231363,0,0
239,231364,0,0
240,231368,0,0
241,231370,0,0
242,231371,0,0
243,231373,0,0
244,231374,0,0
245,231375,0,0
246,231377,0,0
247,231379,0,0
248,231380,0,0
249,231385,0,0
250,231393,0,0
251,231394,0,0
252,231395,0,0
253,231401,0,0
254,231403,0,0
255,231409,0,0
256,231413,0,0
257,231415,0,0
258,231417,0,0
259,231421,0,0
260,231423,0,0
261,231424,0,0
262,231426,0,0
263,231430,0,0
264,231431,0,0
265,231434,0,0
266,231435,0,0
267,231436,0,0
268,231442,0,0
269,231449,0,0
270,231450,0,0
271,231451,0,0
272,231452,0,0
273,231453,0,0
274,231455,0,0
275,231456,0,0
276,231462,0,0
277,231464,0,0
278,231465,0,0
279,231466,0,0
280,231468,0,0
281,231469,0,0
282,231474,0,0
283,231485,0,0
284,231492,0,0
285,231495,0,0
286,231497,0,0
287,231498,0,0
288,231499,0,0
289,231500,0,0
290,231504,0,0
291,231505,0,0
292,231506,0,0
293,231507,0,0
294,231508,0,0
295,231510,0,0
296,231511,0,0
297,231515,0,0
298,231520,0,0
299,231521,0,0
300,231528,0,0
301,231529,0,0
302,231530,0,0
303,231535,0,0
304,231536,0,0
305,231538,0,0
306,231539,0,0
307,231540,0,0
308,231541,0,0
309,231544,0,0
310,231546,0,0
311,231549,0,0
312,231552,0,0
313,231558,0,0
314,231566,0,0
315,231567,0,0
316,231571,0,0
317,231573,0,0
318,231574,0,0
319,231575,0,0
320,231576,0,0
321,231577,0,0
322,231579,0,0
323,231580,0,0
324,231582,0,0
325,231588,0,0
326,231590,0,0
327,231596,0,0
328,231597,0,0
329,231602,0,0
330,231603,0,0
331,231604,0,0
332,231605,0,0
333,231606,0,0
334,231607,0,0
335,231608,0,0
336,231621,0,0
337,231622,0,0
338,231627,0,0
339,231628,0,0
340,231629,0,0
341,231631,0,0
342,231633,0,0
343,231634,0,0
344,231637,0,0
345,231639,0,0
346,231649,0,0
347,231652,0,0
348,231655,0,0
349,231657,0,0
350,231658,0,0
351,231664,0,0
352,231666,0,0
353,231667,0,0
354,231671,0,0
355,231673,0,0
356,231674,0,0
357,231680,0,0
358,231681,0,0
359,231682,0,0
360,231686,0,0
361,231687,0,0
362,231688,0,0
363,231693,0,0
364,231698,0,0
365,231699,0,0
366,231703,0,0
367,231706,0,0
368,231707,0,0
369,231712,0,0
370,231713,0,0
371,231725,0,0
372,231726,0,0
373,231727,0,0
374,231728,0,0
375,231729,0,0
376,231731,0,0
377,231732,0,0
378,231737,0,0
379,231740,0,0
380,231741,0,0
381,231742,0,0
382,231743,0,0
383,231755,0,0
384,231758,0,0
385,231765,0,0
386,231766,0,0
387,231767,0,0
388,231768,0,0
389,231776,0,0
390,231778,0,0
391,231780,0,0
392,231781,0,0
393,231782,0,0
394,231783,0,0
395,231785,0,0
396,231786,0,0
397,231787,0,0
398,231796,0,0
399,231804,0,0
400,231806,0,0
401,231810,0,0
402,231813,0,0
403,231815,0,0
404,231816,0,0
405,231818,0,0
406,231820,0,0
407,231821,0,0
408,231822,0,0
409,231825,0,0
410,231826,0,0
411,231827,0,0
412,231830,0,0
413,231835,0,0
414,231840,0,0
415,231843,0,0
416,231844,0,0
417,231845,0,0
418,231853,0,0
419,231859,0,0
420,231861,0,0
421,231862,0,0
422,231866,0,0
423,231868,0,0
424,231869,0,0
425,231870,0,0
426,231871,0,0
427,231872,0,0
428,231873,0,0
429,231877,0,0
430,231878,0,0
431,231879,0,0
432,231881,0,0
433,231882,0,0
434,231883,0,0
435,231898,0,0
436,231899,0,0
437,231900,0,0
438,231901,0,0
439,231906,0,0
440,231909,0,0
441,231910,0,0
442,231911,0,0
443,231913,0,0
444,231914,0,0
445,231915,0,0
446,231923,0,0
447,231925,0,0
448,231929,0,0
449,231933,0,0
450,231934,0,0
451,231936,0,0
452,231937,0,0
453,231938,0,0
454,231939,0,0
455,231940,0,0
456,231941,0,0
457,231947,0,0
458,231949,0,0
459,231950,0,0
460,231955,0,0
461,231958,0,0
462,231959,0,0
463,231961,0,0
464,231962,0,0
465,231964,0,0
466,231965,0,0
467,231971,0,0
468,231973,0,0
469,231974,0,0
470,231982,0,0
471,231985,0,0
472,231988,0,0
473,231989,0,0
474,231990,0,0
475,231995,0,0
476,231996,0,0
477,231997,0,0
478,231998,0,0
479,231999,0,0
480,232001,0,0
481,232007,0,0
482,232008,0,0
483,232011,0,0
484,232014,0,0
485,232020,0,0
486,232023,0,0
487,232031,0,0
488,232034,0,0
489,232038,0,0
490,232039,0,0
491,232040,0,0
492,232042,0,0
493,232043,0,0
494,232044,0,0
495,232045,0,0
496,232047,0,0
497,232054,0,0
498,232056,0,0
499,232062,0,0
500,232065,0,0
501,232067,0,0
502,232068,0,0
503,232075,0,0
504,232076,0,0
505,232077,0,0
506,232084,0,0
507,232090,0,0
508,232091,0,0
509,232092,0,0
510,232093,0,0
511,232098,0,0
512,232100,0,0
513,232106,0,0
514,232108,0,0
515,232110,0,0
516,232111,0,0
517,232112,0,0
518,232121,0,0
519,232124,0,0
520,232126,0,0
521,232140,0,0
522,232145,0,0
523,232146,0,0
524,232149,0,0
525,232150,0,0
526,232151,0,0
527,232154,0,0
528,232156,0,0
529,232157,0,0
530,232158,0,0
531,232172,0,0
532,232173,0,0
533,232178,0,0
534,232179,0,0
535,232180,0,0
536,232181,0,0
537,232182,0,0
538,232187,0,0
539,232188,0,0
540,232189,0,0
541,232190,0,0
542,232191,0,0
543,232192,0,0
544,232193,0,0
545,232200,0,0
546,232202,0,0
547,232204,0,0
548,232205,0,0
549,232206,0,0
550,232207,0,0
551,232212,0,0
552,232214,0,0
553,232218,0,0
554,232223,0,0
555,232229,0,0
556,232230,0,0
557,232231,0,0
558,232232,0,0
559,232234,0,0
560,232244,0,0
561,232246,0,0
562,232248,0,0
563,232251,0,0
564,232257,0,0
565,232260,0,0
566,232265,0,0
567,232267,0,0
568,232268,0,0
569,232269,0,0
570,232270,0,0
571,232271,0,0
572,232273,0,0
573,232274,0,0
574,232278,0,0
575,232279,0,0
576,232280,0,0
577,232283,0,0
578,232284,0,0
579,232285,0,0
580,232290,0,0
581,232297,0,0
582,232303,0,0
583,232304,0,0
584,232308,0,0
585,232311,0,0
586,232312,0,0
587,232315,0,0
588,232317,0,0
589,232318,0,0
590,232319,0,0
591,232320,0,0
592,232321,0,0
593,232324,0,0
594,232326,0,0
595,232328,0,0
596,232329,0,0
597,232330,0,0
598,232331,0,0
599,232340,0,0
600,232341,0,0
601,232342,0,0
602,232349,0,0
603,232359,0,0
604,232367,0,0
605,232368,0,0
606,232369,0,0
607,232370,0,0
608,232371,0,0
609,232376,0,0
610,232378,0,0
611,232382,0,0
612,232383,0,0
613,232385,0,0
614,232386,0,0
615,232387,0,0
616,232389,0,0
617,232390,0,0
618,232391,0,0
619,232396,0,0
620,232399,0,0
621,232400,0,0
622,232406,0,0
623,232474,0,0
624,232475,0,0
625,232476,0,0
626,232477,0,0
627,232478,0,0
628,232479,0,0
629,232480,0,0
630,232481,0,0
631,232489,0,0
632,232491,0,0
633,232500,0,0
634,232501,0,0
635,232507,0,0
636,232509,0,0
637,232513,0,0
638,232514,0,0
639,232515,0,0
640,232516,0,0
641,232518,0,0
642,232521,0,0
643,232522,0,0
644,232525,0,0
645,232526,0,0
646,232530,0,0
647,232531,0,0
648,232538,0,0
649,232539,0,0
650,232545,0,0
651,232550,0,0
652,232552,0,0
653,232554,0,0
654,232557,0,0
655,232558,0,0
656,232559,0,0
657,232563,0,0
658,232564,0,0
659,232565,0,0
660,232567,0,0
661,232569,0,0
662,232574,0,0
663,232575,0,0
664,232577,0,0
665,232578,0,0
666,232579,0,0
667,232581,0,0
668,232582,0,0
669,232583,0,0
670,232584,0,0
671,232588,0,0
672,232590,0,0
673,232594,0,0
674,232595,0,0
675,232596,0,0
676,232598,0,0
677,232606,0,0
678,232608,0,0
679,232614,0,0
680,232616,0,0
681,232617,0,0
682,232618,0,0
683,232619,0,0
684,232621,0,0
685,232624,0,0
686,232625,0,0
687,232626,0,0
688,232628,0,0
689,232629,0,0
690,232630,0,0
691,232631,0,0
692,232642,0,0
693,232694,0,0
694,232695,0,0
695,232696,0,0
696,232697,0,0
697,232698,0,0
698,232703,0,0
699,232705,0,0
700,232707,0,0
701,232708,0,0
702,232709,0,0
703,232710,0,0
704,232712,0,0
705,232713,0,0
706,232718,0,0
707,232720,0,0
708,232721,0,0
709,232722,0,0
710,232723,0,0
711,232725,0,0
712,232728,0,0
713,232729,0,0
714,232736,0,0
715,232742,0,0
716,232744,0,0
717,232746,0,0
718,232749,0,0
719,232751,0,0
720,232752,0,0
721,232753,0,0
722,232755,0,0
723,232756,0,0
724,232757,0,0
725,232758,0,0
726,232759,0,0
727,232760,0,0
728,232761,0,0
729,232765,0,0
730,232766,0,0
731,232772,0,0
732,232775,0,0
733,232779,0,0
734,232780,0,0
735,232781,0,0
736,232782,0,0
737,232784,0,0
738,232785,0,0
739,232786,0,0
740,232791,0,0
741,232793,0,0
742,232798,0,0
743,232799,0,0
744,232805,0,0
745,232806,0,0
746,232807,0,0
747,232815,0,0
748,232816,0,0
749,232818,0,0
750,232819,0,0
751,232820,0,0
752,232895,0,0
753,232896,0,0
754,232897,0,0
755,232898,0,0
756,232899,0,0
757,232908,0,0
758,232909,0,0
759,232911,0,0
760,232914,0,0
761,232915,0,0
762,232916,0,0
763,232917,0,0
764,232919,0,0
765,232920,0,0
766,232931,0,0
767,232934,0,0
768,232935,0,0
769,232940,0,0
770,232941,0,0
771,232947,0,0
772,232954,0,0
773,232955,0,0
774,232956,0,0
775,232957,0,0
776,232958,0,0
777,232959,0,0
778,232960,0,0
779,232968,0,0
780,232969,0,0
781,232976,0,0
782,232977,0,0
783,232979,0,0
784,232981,0,0
785,233041,0,0
786,233043,0,0
787,233045,0,0
788,233046,0,0
789,233047,0,0
790,233048,0,0
791,233053,0,0
792,233054,0,0
793,233055,0,0
794,233066,0,0
795,233067,0,0
796,233069,0,0
797,233071,0,0
798,233072,0,0
799,233074,0,0
800,233075,0,0
801,233086,0,0
802,233088,0,0
803,233090,0,0
804,233093,0,0
805,233095,0,0
806,233096,0,0
807,233097,0,0
808,233099,0,0
809,233100,0,0
810,233101,0,0
811,233102,0,0
812,233103,0,0
813,233104,0,0
814,233105,0,0
815,233109,0,0
816,233110,0,0
817,233116,0,0
818,233119,0,0
819,233123,0,0
820,233125,0,0
821,233126,0,0
822,233136,0,0
823,233137,0,0
824,233140,0,0
825,233141,0,0
826,233145,0,0
827,233149,0,0
828,233150,0,0
829,233151,0,0
830,233160,0,0
831,233164,0,0
832,233165,0,0
833,233166,0,0
834,233170,0,0
835,233171,0,0
836,233176,0,0
837,233184,0,0
838,233185,0,0
839,233191,0,0
840,233194,0,0
841,233195,0,0
842,233198,0,0
843,233199,0,0
844,233200,0,0
845,233201,0,0
846,233204,0,0
847,233205,0,0
848,233206,0,0
849,233207,0,0
850,233211,0,0
851,233217,0,0
852,233218,0,0
853,233219,0,0
854,233223,0,0
855,233228,0,0
856,233229,0,0
857,233230,0,0
858,233236,0,0
859,233237,0,0
860,233238,0,0
861,233240,0,0
862,233243,0,0
863,233244,0,0
864,233255,0,0
865,233256,0,0
866,233260,0,0
867,233261,0,0
868,233264,0,0
869,233269,0,0
870,233270,0,0
871,233271,0,0
872,233272,0,0
873,233275,0,0
874,233279,0,0
875,233284,0,0
876,233286,0,0
877,233289,0,0
878,233293,0,0
879,233295,0,0
880,233296,0,0
881,233297,0,0
882,233303,0,0
883,233304,0,0
884,233305,0,0
885,233306,0,0
886,233307,0,0
887,233308,0,0
888,233310,0,0
889,233311,0,0
890,233312,0,0
891,233323,0,0
892,233327,0,0
893,233328,0,0
894,233330,0,0
895,233332,0,0
896,233340,0,0
897,233341,0,0
898,233342,0,0
899,233343,0,0
900,233344,0,0
901,233349,0,0
902,233350,0,0
903,233357,0,0
904,233358,0,0
905,233361,0,0
906,233363,0,0
907,233364,0,0
908,233366,0,0
909,233367,0,0
910,233370,0,0
911,233372,0,0
912,233379,0,0
913,233382,0,0
914,233419,0,0
915,233420,0,0
916,233422,0,0
917,233423,0,0
918,233424,0,0
919,233427,0,0
920,233430,0,0
921,233432,0,0
922,233433,0,0
923,233434,0,0
924,233440,0,0
925,233441,0,0
926,233452,0,0
927,233456,0,0
928,233458,0,0
929,233459,0,0
930,233460,0,0
931,233461,0,0
932,233466,0,0
933,233468,0,0
934,233470,0,0
935,233472,0,0
936,233473,0,0
937,233475,0,0
938,233488,0,0
939,233490,0,0
940,233492,0,0
941,233494,0,0
942,233498,0,0
943,233499,0,0
944,233500,0,0
945,233501,0,0
946,233502,0,0
947,233508,0,0
948,233511,0,0
949,233512,0,0
950,233513,0,0
951,233516,0,0
952,233517,0,0
953,233518,0,0
954,233520,0,0
955,233521,0,0
956,233525,0,0
957,233527,0,0
958,233528,0,0
959,233530,0,0
960,233531,0,0
961,233532,0,0
962,233537,0,0
963,233542,0,0
964,233546,0,0
965,233547,0,0
966,233551,0,0
967,233553,0,0
968,233561,0,0
969,233562,0,0
970,233566,0,0
971,233568,0,0
972,233570,0,0
973,233575,0,0
974,233576,0,0
975,233579,0,0
976,233584,0,0
977,233586,0,0
978,233591,0,0
979,233595,0,0
980,233600,0,0
981,233601,0,0
982,233602,0,0
983,233603,0,0
984,233604,0,0
985,233605,0,0
986,233607,0,0
987,233614,0,0
988,233616,0,0
989,233617,0,0
990,233618,0,0
991,233656,0,0
992,233658,0,0
993,233659,0,0
994,233661,0,0
995,233662,0,0
996,233663,0,0
997,233665,0,0
998,233666,0,0
999,233667,0,0
1000,233674,0,0
1001,233677,0,0
1002,233678,0,0
1003,233679,0,0
1004,233680,0,0
1005,233683,0,0
1006,233690,0,0
1007,233691,0,0
1008,233746,0,0
1009,233749,0,0
1010,233755,0,0
1011,233756,0,0
1012,233757,0,0
1013,233763,0,0
1014,233766,0,0
1015,233767,0,0
1016,233772,0,0
1017,233774,0,0
1018,233781,0,0
1019,233782,0,0
1020,233784,0,0
1021,233785,0,0
1022,233786,0,0
1023,233787,0,0
1024,233789,0,0
1025,233790,0,0
1026,233791,0,0
1027,233793,0,0
1028,233794,0,0
1029,233798,0,0
1030,233802,0,0
1031,233803,0,0
1032,233804,0,0
1033,233808,0,0
1034,233809,0,0
1035,233810,0,0
1036,233814,0,0
1037,233817,0,0
1038,233826,0,0
1039,233827,0,0
1040,233828,0,0
1041,233829,0,0
1042,233830,0,0
1043,233832,0,0
1044,233833,0,0
1045,233834,0,0
1046,233835,0,0
1047,233841,0,0
1048,233843,0,0
1049,233844,0,0
1050,233847,0,0
1051,233849,0,0
1052,233850,0,0
1053,233851,0,0
1054,233853,0,0
1055,233854,0,0
1056,233857,0,0
1057,233863,0,0
1058,233864,0,0
1059,233867,0,0
1060,233868,0,0
1061,233875,0,0
1062,233876,0,0
1063,233877,0,0
1064,233881,0,0
1065,233882,0,0
1066,233883,0,0
1067,233884,0,0
1068,233885,0,0
1069,233887,0,0
1070,233891,0,0
1071,233892,0,0
1072,233893,0,0
1073,233903,0,0
1074,233906,0,0
1075,233907,0,0
1076,233909,0,0
1077,233917,0,0
1078,233918,0,0
1079,233919,0,0
1080,233920,0,0
1081,233921,0,0
1082,233926,0,0
1083,233927,0,0
1084,233928,0,0
1085,233929,0,0
1086,233930,0,0
1087,233932,0,0
1088,233934,0,0
1089,233935,0,0
1090,233937,0,0
1091,233940,0,0
1092,233941,0,0
1093,233952,0,0
1094,233955,0,0
1095,233956,0,0
1096,233957,0,0
1097,233959,0,0
1098,233960,0,0
1099,233961,0,0
1100,233962,0,0
1101,233964,0,0
1102,233965,0,0
1103,233966,0,0
1104,233968,0,0
1105,233969,0,0
1106,233974,0,0
1107,233976,0,0
1108,233977,0,0
1109,233983,0,0
1110,233990,0,0
1111,234001,0,0
1112,234002,0,0
1113,234003,0,0
1114,234004,0,0
1115,234005,0,0
1116,234008,0,0
1117,234009,0,0
1118,234011,0,0
1119,234013,0,0
1120,234014,0,0
1121,234015,0,0
1122,234017,0,0
1123,234022,0,0
1124,234027,0,0
1125,234030,0,0
1126,234033,0,0
1127,234040,0,0
1128,234041,0,0
1129,234042,0,0
1130,234043,0,0
1131,234044,0,0
1132,234045,0,0
1133,234048,0,0
1134,234050,0,0
1135,234051,0,0
1136,234052,0,0
1137,234096,0,0
1138,234101,0,0
1139,234102,0,0
1140,234103,0,0
1141,234104,0,0
1142,234105,0,0
1143,234107,0,0
1144,234109,0,0
1145,234110,0,0
1146,234119,0,0
1147,234120,0,0
1148,234124,0,0
1149,234127,0,0
1150,234128,0,0
1151,234134,0,0
1152,234136,0,0
1153,234144,0,0
1154,234150,0,0
1155,234152,0,0
1156,234154,0,0
1157,234156,0,0
1158,234157,0,0
1159,234158,0,0
1160,234160,0,0
1161,234161,0,0
1162,234163,0,0
1163,234168,0,0
1164,234177,0,0
1165,234178,0,0
1166,234179,0,0
1167,234180,0,0
1168,234181,0,0
1169,234182,0,0
1170,234184,0,0
1171,234185,0,0
1172,234186,0,0
1173,234187,0,0
1174,234188,0,0
1175,234192,0,0
1176,234194,0,0
1177,234198,0,0
1178,234203,0,0
1179,234204,0,0
1180,234205,0,0
1181,234206,0,0
1182,234208,0,0
1183,234222,0,0
1184,234224,0,0
1185,234226,0,0
1186,234227,0,0
1187,234228,0,0
1188,234233,0,0
1189,234234,0,0
1190,234236,0,0
1191,234237,0,0
1192,234238,0,0
1193,234240,0,0
1194,234242,0,0
1195,234246,0,0
1196,234248,0,0
1197,234249,0,0
1198,234255,0,0
1199,234260,0,0
1200,234264,0,0
1201,234265,0,0
1202,234268,0,0
1203,234274,0,0
1204,234275,0,0
1205,234276,0,0
1206,234289,0,0
1207,234293,0,0
1208,234294,0,0
1209,234295,0,0
1210,234296,0,0
1211,234297,0,0
1212,234298,0,0
1213,234300,0,0
1214,234301,0,0
1215,234302,0,0
1216,234303,0,0
1217,234304,0,0
1218,234305,0,0
1219,234311,0,0
1220,234313,0,0
1221,234323,0,0
1222,234328,0,0
1223,234330,0,0
1224,234336,0,0
1225,234337,0,0
1226,234338,0,0
1227,234340,0,0
1228,234342,0,0
1229,234345,0,0
1230,234346,0,0
1231,234353,0,0
1232,234354,0,0
1233,234355,0,0
1234,234357,0,0
1235,234360,0,0
1236,234361,0,0
1237,234362,0,0
1238,234363,0,0
1239,234365,0,0
1240,234371,0,0
1241,234372,0,0
1242,234380,0,0
1243,234385,0,0
1244,234387,0,0
1245,234388,0,0
1246,234389,0,0
1247,234390,0,0
1248,234392,0,0
1249,234393,0,0
1250,234395,0,0
1251,234398,0,0
1252,234403,0,0
1253,234411,0,0
1254,234412,0,0
1255,234418,0,0
1256,234419,0,0
1257,234420,0,0
1258,234422,0,0
1259,234424,0,0
1260,234431,0,0
1261,234432,0,0
1262,234433,0,0
1263,234474,0,0
1264,234477,0,0
1265,234478,0,0
1266,234481,0,0
1267,234484,0,0
1268,234485,0,0
1269,234486,0,0
1270,234487,0,0
1271,234489,0,0
1272,234494,0,0
1273,234495,0,0
1274,234496,0,0
1275,234499,0,0
1276,234502,0,0
1277,234505,0,0
1278,234513,0,0
1279,234518,0,0
1280,234521,0,0
1281,234526,0,0
1282,234529,0,0
1283,234530,0,0
1284,234531,0,0
1285,234536,0,0
1286,234537,0,0
1287,234538,0,0
1288,234540,0,0
1289,234553,0,0
1290,234560,0,0
1291,234561,0,0
1292,234562,0,0
1293,234565,0,0
1294,234566,0,0
1295,234569,0,0
1296,234570,0,0
1297,234572,0,0
1298,234573,0,0
1299,234577,0,0
1300,234578,0,0
1301,234579,0,0
1302,234580,0,0
1303,234585,0,0
1304,234587,0,0
1305,234593,0,0
1306,234596,0,0
1307,234601,0,0
1308,234607,0,0
1309,234609,0,0
1310,234610,0,0
1311,234611,0,0
1312,234612,0,0
1313,234614,0,0
1314,234615,0,0
1315,234619,0,0
1316,234620,0,0
1317,234621,0,0
1318,234622,0,0
1319,234623,0,0
1320,234624,0,0
1321,234633,0,0
1322,234635,0,0
1323,234636,0,0
1324,234640,0,0
1325,234641,0,0
1326,234644,0,0
1327,234645,0,0
1328,234646,0,0
1329,234656,0,0
1330,234657,0,0
1331,234659,0,0
1332,234660,0,0
1333,234663,0,0
1334,234664,0,0
1335,234673,0,0
1336,234674,0,0
1337,234716,0,0
1338,234717,0,0
1339,234720,0,0
1340,234721,0,0
1341,234723,0,0
1342,234724,0,0
1343,234725,0,0
1344,234726,0,0
1345,234727,0,0
1346,234728,0,0
1347,234729,0,0
1348,234742,0,0
1349,234743,0,0
1350,234751,0,0
1351,234753,0,0
1352,234755,0,0
1353,234759,0,0
1354,234760,0,0
1355,234761,0,0
1356,234762,0,0
1357,234764,0,0
1358,234765,0,0
1359,234768,0,0
1360,234770,0,0
1361,234772,0,0
1362,234773,0,0
1363,234780,0,0
1364,234781,0,0
1365,234799,0,0
1366,234800,0,0
1367,234801,0,0
1368,234803,0,0
1369,234805,0,0
1370,234806,0,0
1371,234807,0,0
1372,234808,0,0
1373,234811,0,0
1374,234814,0,0
1375,234815,0,0
1376,234816,0,0
1377,234822,0,0
1378,234823,0,0
1379,234827,0,0
1380,234834,0,0
1381,234838,0,0
1382,234839,0,0
1383,234840,0,0
1384,234842,0,0
1385,234847,0,0
1386,234852,0,0
1387,234853,0,0
1388,234858,0,0
1389,234859,0,0
1390,234860,0,0
1391,234861,0,0
1392,234866,0,0
1393,234870,0,0
1394,234871,0,0
1395,234877,0,0
1396,234878,0,0
1397,234879,0,0
1398,234885,0,0
1399,234887,0,0
1400,234888,0,0
1401,234892,0,0
1402,234893,0,0
1403,234898,0,0
1404,234899,0,0
1405,234900,0,0
1406,234903,0,0
1407,234905,0,0
1408,234906,0,0
1409,234910,0,0
1410,234912,0,0
1411,234915,0,0
1412,234918,0,0
1413,234925,0,0
1414,234969,0,0
1415,234970,0,0
1416,234971,0,0
1417,234972,0,0
1418,234973,0,0
1419,234975,0,0
1420,234976,0,0
1421,234977,0,0
1422,234979,0,0
1423,234981,0,0
1424,234984,0,0
1425,234985,0,0
1426,234986,0,0
1427,234993,0,0
1428,234994,0,0
1429,234995,0,0
1430,235007,0,0
1431,235064,0,0
1432,235065,0,0
1433,235066,0,0
1434,235068,0,0
1435,235069,0,0
1436,235070,0,0
1437,235071,0,0
1438,235076,0,0
1439,235080,0,0
1440,235082,0,0
1441,235090,0,0
1442,235091,0,0
1443,235096,0,0
1444,235100,0,0
1445,235102,0,0
1446,235107,0,0
1447,235108,0,0
1448,235114,0,0
1449,235115,0,0
1450,235116,0,0
1451,235118,0,0
1452,235119,0,0
1453,235120,0,0
1454,235122,0,0
1455,235123,0,0
1456,235124,0,0
1457,235125,0,0
1458,235132,0,0
1459,235133,0,0
1460,235148,0,0
1461,235149,0,0
1462,235150,0,0
1463,235156,0,0
1464,235157,0,0
1465,235158,0,0
1466,235160,0,0
1467,235161,0,0
1468,235174,0,0
1469,235175,0,0
1470,235176,0,0
1471,235180,0,0
1472,235185,0,0
1473,235232,0,0
1474,235234,0,0
1475,235244,0,0
1476,235246,0,0
1477,235247,0,0
1478,235248,0,0
1479,235249,0,0
1480,235250,0,0
1481,235251,0,0
1482,235252,0,0
1483,235258,0,0
1484,235260,0,0
1485,235268,0,0
1486,235269,0,0
1487,235270,0,0
1488,235272,0,0
1489,235273,0,0
1490,235277,0,0
1491,235280,0,0
